id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Subscribed
1353,21,student,single,secondary,no,215,no,no,cellular,24,may,382,1,89,7,success,1
1354,35,admin.,married,secondary,no,0,yes,no,cellular,7,may,121,2,-1,0,unknown,0
1355,31,management,single,tertiary,no,354,no,no,cellular,30,apr,502,1,9,2,success,1
1356,42,technician,married,tertiary,no,3777,yes,no,cellular,4,feb,139,4,-1,0,unknown,0
1357,60,blue-collar,married,primary,no,3462,no,no,cellular,7,aug,125,2,-1,0,unknown,0
1358,54,blue-collar,divorced,primary,no,2656,yes,no,cellular,15,apr,1187,2,320,2,success,0
1359,30,management,single,tertiary,no,3340,no,no,cellular,3,jun,238,3,-1,0,unknown,1
1360,25,admin.,single,secondary,no,1871,no,no,cellular,8,sep,260,1,96,1,success,1
1361,37,admin.,divorced,secondary,no,-165,yes,no,unknown,3,jun,48,2,-1,0,unknown,0
1362,40,blue-collar,married,primary,no,0,no,no,cellular,24,jul,313,1,-1,0,unknown,0
1363,45,management,married,tertiary,yes,-1655,yes,no,unknown,28,may,333,2,-1,0,unknown,0
1364,30,blue-collar,married,secondary,no,554,yes,no,cellular,29,jan,100,1,-1,0,unknown,0
1365,34,technician,married,secondary,no,553,no,no,cellular,28,aug,45,12,-1,0,unknown,0
1366,38,management,married,tertiary,no,1722,yes,no,cellular,10,jul,500,1,-1,0,unknown,1
1367,39,services,married,secondary,no,5731,yes,no,unknown,20,may,175,2,-1,0,unknown,0
1368,26,blue-collar,single,secondary,no,2353,no,no,cellular,3,feb,498,2,-1,0,unknown,0
1369,55,technician,married,secondary,no,1938,no,yes,cellular,18,aug,193,1,386,3,success,1
1370,46,blue-collar,married,secondary,no,456,no,yes,cellular,18,aug,618,6,-1,0,unknown,1
1371,29,services,married,secondary,no,308,yes,no,unknown,28,may,75,1,-1,0,unknown,0
1372,39,blue-collar,single,secondary,no,217,yes,no,unknown,9,may,107,1,-1,0,unknown,0
1373,36,management,married,tertiary,no,926,no,no,cellular,14,apr,216,1,-1,0,unknown,1
1374,46,technician,married,tertiary,no,0,no,no,cellular,20,nov,531,1,167,1,failure,1
1375,55,management,single,tertiary,no,1464,yes,no,unknown,16,may,92,1,-1,0,unknown,0
1376,57,technician,divorced,tertiary,no,126,no,no,telephone,4,jun,166,2,-1,0,unknown,1
1377,28,services,married,secondary,no,458,yes,no,cellular,13,may,19,11,-1,0,unknown,0
1378,33,management,single,tertiary,no,383,yes,no,cellular,9,jul,125,1,-1,0,unknown,0
1379,73,retired,married,unknown,no,519,no,no,telephone,16,oct,434,1,57,1,failure,1
1380,35,admin.,married,secondary,no,332,no,no,cellular,9,jul,199,2,-1,0,unknown,0
1381,42,admin.,divorced,secondary,no,490,no,no,cellular,31,jul,196,4,-1,0,unknown,0
1382,52,management,married,tertiary,no,271,yes,no,unknown,5,may,99,1,-1,0,unknown,0
1383,60,services,single,primary,no,313,yes,no,unknown,15,may,920,2,-1,0,unknown,1
1384,31,management,single,tertiary,no,3340,no,no,cellular,15,sep,213,2,469,3,success,1
1385,46,management,married,tertiary,no,1698,yes,no,cellular,6,feb,90,1,-1,0,unknown,0
1386,39,services,married,secondary,no,208,no,yes,cellular,9,feb,122,2,-1,0,unknown,0
1387,33,blue-collar,married,secondary,no,0,yes,no,cellular,28,jan,176,1,266,1,other,0
1388,53,blue-collar,married,unknown,no,5624,no,no,cellular,29,jul,153,2,-1,0,unknown,0
1389,54,admin.,married,secondary,no,0,no,no,cellular,27,jan,565,1,-1,0,unknown,1
1390,40,admin.,single,secondary,no,985,yes,no,cellular,4,jun,592,3,50,8,failure,1
1391,37,admin.,single,tertiary,no,1000,yes,no,cellular,22,sep,239,1,99,2,success,1
1392,37,services,married,secondary,no,1140,yes,no,cellular,14,may,33,3,-1,0,unknown,0
1393,36,technician,single,secondary,no,1228,yes,no,cellular,4,may,303,3,-1,0,unknown,1
1394,31,services,married,secondary,no,1020,yes,no,cellular,19,nov,575,6,-1,0,unknown,0
1395,30,entrepreneur,married,secondary,no,12737,no,yes,cellular,19,nov,589,2,-1,0,unknown,1
1396,28,blue-collar,single,secondary,no,1849,yes,no,unknown,28,may,204,1,-1,0,unknown,0
1397,25,student,single,secondary,no,1747,yes,no,cellular,24,jul,903,1,-1,0,unknown,1
1398,55,technician,single,secondary,no,1199,no,yes,telephone,11,aug,91,1,99,10,failure,0
1399,36,admin.,married,secondary,no,110,yes,yes,cellular,7,jul,94,1,-1,0,unknown,0
1400,38,blue-collar,married,secondary,no,292,yes,yes,unknown,6,jun,84,2,-1,0,unknown,0
1401,51,management,married,secondary,no,441,yes,no,cellular,7,may,189,2,167,2,other,0
1402,30,technician,married,secondary,no,743,no,no,cellular,29,jan,142,2,-1,0,unknown,0
1403,82,retired,married,secondary,no,276,no,no,telephone,17,aug,199,1,-1,0,unknown,1
1404,37,management,married,tertiary,no,4436,no,no,cellular,13,aug,846,5,-1,0,unknown,1
1405,22,student,single,unknown,no,1215,no,no,cellular,19,feb,145,3,192,1,failure,1
1406,59,retired,married,primary,no,3648,no,no,telephone,23,oct,257,2,126,3,success,1
1407,59,retired,married,secondary,no,836,yes,no,unknown,7,may,106,1,-1,0,unknown,0
1408,62,retired,married,secondary,no,1495,no,no,cellular,2,feb,265,1,-1,0,unknown,1
1409,24,student,single,secondary,no,8165,no,no,cellular,15,sep,216,1,-1,0,unknown,1
1410,38,self-employed,single,secondary,no,592,no,no,cellular,6,may,275,1,-1,0,unknown,0
1411,33,management,married,tertiary,no,5,yes,no,unknown,7,aug,12,1,-1,0,unknown,0
1412,47,technician,married,secondary,no,3973,no,no,cellular,6,aug,732,2,-1,0,unknown,0
1413,38,admin.,single,secondary,no,393,no,no,unknown,6,may,184,2,-1,0,unknown,0
1414,61,retired,married,secondary,no,1853,no,no,telephone,10,aug,520,1,181,2,success,1
1415,43,blue-collar,divorced,primary,no,177,no,no,cellular,3,feb,124,1,-1,0,unknown,0
1416,60,housemaid,divorced,secondary,no,555,yes,no,cellular,22,jul,261,3,-1,0,unknown,0
1417,41,blue-collar,married,secondary,no,795,yes,no,unknown,2,jun,147,1,-1,0,unknown,0
1418,32,blue-collar,married,secondary,no,25,yes,no,cellular,6,may,28,2,345,3,other,0
1419,36,blue-collar,married,secondary,no,4438,yes,no,unknown,20,may,446,1,-1,0,unknown,1
1420,49,technician,single,unknown,no,350,no,no,cellular,28,jan,91,3,-1,0,unknown,0
1421,72,retired,married,tertiary,no,3561,no,no,telephone,15,sep,511,3,184,7,success,1
1422,57,blue-collar,married,primary,no,3498,no,no,cellular,15,jul,210,2,456,2,success,0
1423,45,management,married,tertiary,no,0,no,no,cellular,22,aug,112,3,-1,0,unknown,0
1424,25,student,single,secondary,no,1608,no,no,cellular,30,apr,664,2,-1,0,unknown,1
1425,54,services,married,secondary,no,510,yes,no,unknown,6,may,196,2,-1,0,unknown,0
1426,77,retired,married,primary,no,29340,no,no,cellular,15,mar,257,1,91,2,other,1
1427,20,student,single,unknown,no,2785,no,no,cellular,16,sep,327,2,-1,0,unknown,1
1428,48,blue-collar,married,primary,no,0,no,yes,cellular,17,nov,479,1,-1,0,unknown,0
1429,57,retired,married,secondary,no,573,no,no,unknown,20,jun,53,11,-1,0,unknown,0
1430,41,technician,single,secondary,no,30,no,no,unknown,23,may,1003,1,-1,0,unknown,0
1431,32,management,married,tertiary,no,1196,yes,no,cellular,11,jul,508,1,-1,0,unknown,0
1432,55,retired,single,primary,no,700,no,yes,unknown,27,jun,141,1,-1,0,unknown,0
1433,28,unemployed,married,tertiary,no,264,yes,no,unknown,21,may,443,2,-1,0,unknown,0
1434,41,self-employed,divorced,tertiary,no,-319,no,no,unknown,20,jun,263,3,-1,0,unknown,0
1435,40,blue-collar,married,secondary,no,356,yes,yes,cellular,7,may,1254,3,365,1,failure,0
1436,37,management,married,primary,no,1404,yes,no,cellular,2,feb,97,1,-1,0,unknown,0
1437,41,technician,single,tertiary,no,1646,yes,no,cellular,5,may,258,1,90,7,success,1
1438,36,admin.,divorced,tertiary,no,289,yes,yes,cellular,28,aug,67,3,280,4,failure,0
1439,30,technician,single,secondary,no,44,no,no,cellular,11,aug,187,2,-1,0,unknown,0
1440,37,technician,married,tertiary,no,7,yes,yes,cellular,31,jul,18,10,-1,0,unknown,0
1441,32,blue-collar,single,secondary,no,3662,no,no,telephone,28,jan,309,1,-1,0,unknown,0
1442,29,student,single,secondary,no,872,yes,no,unknown,7,may,230,1,-1,0,unknown,0
1443,28,management,single,tertiary,no,1825,no,no,cellular,9,mar,236,1,-1,0,unknown,1
1444,32,technician,married,secondary,no,348,yes,no,cellular,17,jul,926,1,-1,0,unknown,1
1445,28,admin.,single,secondary,no,-7,no,yes,unknown,26,jun,3183,2,-1,0,unknown,1
1446,35,management,single,tertiary,no,2486,yes,no,cellular,25,may,265,1,-1,0,unknown,0
1447,32,self-employed,married,secondary,no,514,yes,no,cellular,11,jul,812,1,-1,0,unknown,1
1448,32,housemaid,married,primary,no,67,yes,no,cellular,16,jul,95,4,-1,0,unknown,0
1449,31,technician,single,secondary,no,40,no,no,cellular,7,aug,123,2,-1,0,unknown,0
1450,41,management,single,tertiary,no,572,yes,no,unknown,8,may,8,2,-1,0,unknown,0
1451,45,technician,married,tertiary,no,377,yes,no,unknown,19,jun,835,3,-1,0,unknown,1
1452,30,blue-collar,married,secondary,no,1803,yes,no,unknown,20,may,29,1,-1,0,unknown,0
1453,31,student,single,tertiary,no,117,yes,no,telephone,18,jul,41,1,-1,0,unknown,0
1454,42,blue-collar,married,secondary,no,171,yes,no,unknown,14,may,55,1,-1,0,unknown,0
1455,41,blue-collar,married,secondary,no,1384,yes,no,unknown,15,may,1162,4,-1,0,unknown,1
1456,28,blue-collar,divorced,primary,no,319,yes,no,cellular,21,jul,120,2,-1,0,unknown,0
1457,44,self-employed,married,secondary,no,5068,no,no,cellular,8,jul,256,2,-1,0,unknown,0
1458,35,technician,single,tertiary,no,670,no,no,cellular,13,oct,301,2,-1,0,unknown,1
1459,44,self-employed,married,unknown,no,163,yes,no,cellular,4,may,364,3,-1,0,unknown,1
1460,40,management,single,tertiary,no,269,yes,no,cellular,27,aug,97,4,-1,0,unknown,0
1461,34,technician,single,tertiary,no,2838,yes,no,cellular,13,may,620,3,-1,0,unknown,1
1462,41,management,divorced,tertiary,no,3426,no,no,cellular,4,jun,102,2,297,3,failure,1
1463,59,management,divorced,primary,no,13308,yes,no,unknown,13,may,131,1,-1,0,unknown,0
1464,38,management,married,tertiary,no,516,yes,no,telephone,16,apr,198,3,-1,0,unknown,0
1465,44,admin.,married,secondary,no,205,no,no,cellular,3,nov,289,1,-1,0,unknown,1
1466,44,unemployed,married,tertiary,no,178,no,no,cellular,8,aug,126,2,-1,0,unknown,0
1467,46,services,married,tertiary,no,-780,no,yes,cellular,5,feb,128,1,-1,0,unknown,0
1468,57,blue-collar,married,secondary,no,2887,no,no,cellular,21,aug,819,10,-1,0,unknown,1
1469,46,technician,married,secondary,no,9299,no,no,cellular,19,jul,1148,1,276,2,other,1
1470,44,admin.,divorced,secondary,no,49,yes,no,cellular,6,may,155,2,-1,0,unknown,0
1471,26,blue-collar,single,secondary,yes,-23,yes,no,unknown,12,may,315,1,-1,0,unknown,0
1472,35,services,married,unknown,no,618,no,no,cellular,12,aug,293,1,104,1,success,1
1473,27,admin.,married,secondary,no,1595,no,no,cellular,29,dec,196,2,197,2,success,1
1474,49,admin.,single,tertiary,no,228,yes,no,cellular,2,mar,368,1,-1,0,unknown,1
1475,36,services,married,secondary,no,279,no,no,unknown,16,may,261,6,-1,0,unknown,0
1476,50,blue-collar,married,secondary,no,1498,yes,no,cellular,18,jul,223,1,-1,0,unknown,0
1477,58,retired,married,secondary,no,624,yes,no,cellular,12,may,393,1,-1,0,unknown,0
1478,29,services,single,secondary,no,32,yes,no,unknown,4,jun,563,1,-1,0,unknown,1
1479,59,retired,married,primary,yes,-488,no,yes,unknown,6,jun,247,1,-1,0,unknown,0
1480,48,services,married,secondary,no,288,yes,no,cellular,5,may,142,3,-1,0,unknown,0
1481,46,management,single,secondary,no,5993,no,no,cellular,22,sep,159,1,112,1,failure,0
1482,54,services,married,secondary,no,171,no,yes,cellular,14,jul,673,8,-1,0,unknown,0
1483,42,management,married,tertiary,no,0,yes,no,unknown,20,jun,34,3,-1,0,unknown,0
1484,63,admin.,married,secondary,no,0,yes,no,cellular,31,aug,253,5,-1,0,unknown,1
1485,49,admin.,married,secondary,no,949,no,no,cellular,4,aug,91,1,-1,0,unknown,0
1486,32,blue-collar,single,secondary,no,476,yes,yes,unknown,19,may,503,2,-1,0,unknown,0
1487,32,technician,married,secondary,no,2,yes,yes,cellular,8,jul,143,1,-1,0,unknown,0
1488,47,management,single,tertiary,no,86,no,no,cellular,2,feb,1086,1,-1,0,unknown,1
1489,48,blue-collar,married,primary,no,108,yes,no,telephone,15,may,74,5,367,7,other,0
1490,25,services,single,secondary,no,156,yes,yes,cellular,25,jul,602,5,-1,0,unknown,0
1491,29,self-employed,single,tertiary,no,121,yes,no,unknown,30,may,1500,2,-1,0,unknown,1
1492,24,blue-collar,single,secondary,no,0,yes,no,unknown,4,jun,204,1,-1,0,unknown,0
1493,60,technician,married,secondary,no,824,yes,no,cellular,9,aug,265,1,181,8,success,1
1494,33,unemployed,single,tertiary,no,1974,no,no,cellular,14,aug,498,2,191,1,failure,1
1495,32,admin.,married,secondary,no,0,yes,yes,cellular,17,nov,159,2,195,2,failure,0
1496,36,management,married,tertiary,no,254,no,no,cellular,3,feb,303,2,-1,0,unknown,1
1497,55,services,divorced,secondary,no,1817,no,no,cellular,30,jul,404,4,-1,0,unknown,0
1498,29,services,married,secondary,no,690,yes,no,cellular,14,apr,553,2,316,1,other,0
1499,57,management,married,tertiary,no,215,no,yes,cellular,23,jul,288,9,-1,0,unknown,0
1500,79,retired,divorced,primary,no,79,no,no,cellular,9,oct,1106,2,-1,0,unknown,1
1501,40,technician,married,tertiary,no,296,no,no,unknown,19,may,198,1,-1,0,unknown,0
1502,29,technician,single,secondary,no,674,no,no,cellular,17,apr,170,5,-1,0,unknown,1
1503,24,student,single,secondary,no,547,no,no,telephone,5,may,60,1,-1,0,unknown,0
1504,34,management,married,tertiary,no,3031,no,no,cellular,14,aug,94,6,-1,0,unknown,0
1505,27,blue-collar,single,primary,no,377,no,no,cellular,19,feb,645,2,-1,0,unknown,1
1506,33,housemaid,married,primary,no,209,no,no,cellular,12,aug,76,4,-1,0,unknown,0
1507,42,blue-collar,married,secondary,no,166,yes,no,unknown,7,may,285,3,-1,0,unknown,0
1508,41,technician,married,tertiary,no,67,yes,no,cellular,19,nov,814,1,-1,0,unknown,1
1509,40,admin.,married,secondary,no,2621,no,yes,cellular,9,jul,607,4,-1,0,unknown,0
1510,30,services,married,secondary,no,475,no,no,cellular,22,aug,192,5,-1,0,unknown,0
1511,51,management,married,tertiary,no,2455,yes,no,cellular,21,jul,553,1,-1,0,unknown,1
1512,34,housemaid,married,secondary,no,520,yes,no,cellular,3,feb,22,6,-1,0,unknown,0
1513,41,admin.,married,secondary,no,2661,yes,no,telephone,24,jul,258,1,-1,0,unknown,0
1514,25,technician,single,tertiary,no,1231,no,no,cellular,31,aug,271,2,-1,0,unknown,1
1515,38,unemployed,married,tertiary,no,2812,yes,no,cellular,30,apr,830,1,-1,0,unknown,1
1516,49,services,married,secondary,no,254,yes,no,unknown,13,may,179,1,-1,0,unknown,0
1517,49,blue-collar,married,unknown,no,154,yes,no,unknown,5,may,357,1,-1,0,unknown,0
1518,58,management,married,tertiary,no,4152,yes,no,telephone,14,nov,160,1,-1,0,unknown,1
1519,55,blue-collar,married,secondary,no,176,no,yes,cellular,22,aug,140,11,-1,0,unknown,0
1520,26,technician,single,secondary,no,4859,no,no,cellular,19,oct,90,2,92,3,other,0
1521,43,blue-collar,married,primary,no,223,yes,no,cellular,4,feb,112,2,204,2,other,0
1522,39,blue-collar,single,tertiary,no,172,yes,no,cellular,9,feb,125,2,183,2,failure,1
1523,27,technician,married,secondary,no,58,yes,no,unknown,28,may,82,1,-1,0,unknown,0
1524,29,admin.,single,tertiary,no,1501,yes,no,cellular,18,may,316,1,-1,0,unknown,0
1525,29,admin.,single,secondary,no,731,no,no,cellular,14,apr,107,3,-1,0,unknown,1
1526,40,blue-collar,married,primary,no,14,yes,no,cellular,12,may,135,4,-1,0,unknown,0
1527,59,blue-collar,married,secondary,no,1407,yes,no,unknown,9,may,232,1,-1,0,unknown,0
1528,32,technician,married,secondary,no,0,yes,no,cellular,18,aug,143,4,-1,0,unknown,0
1529,53,blue-collar,married,secondary,no,1023,yes,no,unknown,21,may,150,3,-1,0,unknown,0
1530,35,blue-collar,married,primary,no,456,yes,no,unknown,2,jun,71,1,-1,0,unknown,0
1531,60,management,divorced,secondary,no,0,no,no,cellular,5,aug,603,3,-1,0,unknown,1
1532,69,technician,married,tertiary,no,482,no,no,cellular,29,jul,478,1,267,1,failure,1
1533,40,blue-collar,married,secondary,no,2073,yes,no,unknown,16,may,166,2,-1,0,unknown,0
1534,30,management,married,tertiary,no,944,no,no,cellular,29,oct,251,2,-1,0,unknown,1
1535,35,blue-collar,single,secondary,no,278,no,no,cellular,2,feb,60,1,-1,0,unknown,0
1536,37,blue-collar,married,secondary,no,688,yes,no,cellular,9,feb,158,2,279,2,failure,0
1537,58,technician,married,secondary,no,3399,no,no,cellular,26,may,1078,1,97,7,other,1
1538,36,management,single,tertiary,no,4788,yes,no,cellular,16,apr,241,2,317,1,failure,0
1539,23,student,single,unknown,no,2530,no,no,cellular,12,may,411,1,-1,0,unknown,1
1540,36,technician,divorced,secondary,no,3158,yes,no,cellular,3,jun,144,2,-1,0,unknown,1
1541,30,management,single,tertiary,no,985,yes,no,cellular,25,oct,304,1,94,2,success,1
1542,53,technician,married,secondary,no,-725,yes,no,unknown,27,may,1205,1,-1,0,unknown,1
1543,41,technician,married,secondary,no,923,yes,no,cellular,7,jul,141,3,-1,0,unknown,0
1544,30,technician,married,tertiary,no,3192,yes,no,cellular,5,mar,172,2,-1,0,unknown,0
1545,44,blue-collar,married,secondary,no,406,yes,no,unknown,4,jun,222,1,-1,0,unknown,0
1546,57,entrepreneur,married,tertiary,no,234,no,no,cellular,23,jul,169,2,-1,0,unknown,0
1547,51,management,married,secondary,no,335,no,no,cellular,22,apr,234,1,-1,0,unknown,0
1548,48,technician,married,secondary,no,547,no,no,cellular,28,jan,74,1,176,2,failure,0
1549,37,technician,married,secondary,no,432,yes,no,cellular,6,jul,386,3,776,55,failure,1
1550,40,admin.,married,secondary,no,1395,yes,yes,cellular,7,jul,122,2,-1,0,unknown,0
1551,33,entrepreneur,single,tertiary,no,99,no,yes,cellular,31,jul,192,3,-1,0,unknown,0
1552,31,technician,single,tertiary,no,491,yes,no,unknown,8,may,237,1,-1,0,unknown,0
1553,66,retired,married,tertiary,no,1948,no,no,cellular,29,oct,106,2,269,2,failure,1
1554,37,blue-collar,married,secondary,no,7,yes,yes,cellular,7,may,336,1,-1,0,unknown,0
1555,48,blue-collar,married,secondary,no,841,yes,no,unknown,19,may,215,1,-1,0,unknown,0
1556,34,management,married,tertiary,no,6203,no,no,telephone,21,nov,34,2,-1,0,unknown,0
1557,45,blue-collar,married,primary,no,942,no,yes,cellular,9,jul,295,1,-1,0,unknown,0
1558,30,blue-collar,married,primary,no,5,no,no,cellular,23,dec,282,1,203,1,success,1
1559,36,self-employed,single,secondary,no,652,no,no,unknown,17,jun,187,1,-1,0,unknown,0
1560,37,admin.,single,tertiary,no,1000,yes,no,cellular,17,mar,195,1,-1,0,unknown,1
1561,31,admin.,single,secondary,no,190,no,no,cellular,30,apr,514,1,-1,0,unknown,1
1562,32,technician,married,tertiary,no,432,yes,no,cellular,19,nov,164,2,195,1,other,0
1563,27,technician,single,secondary,no,1842,yes,yes,cellular,18,may,687,2,300,1,failure,0
1564,37,technician,married,tertiary,no,905,yes,no,cellular,25,aug,111,7,-1,0,unknown,0
1565,27,technician,single,secondary,no,598,yes,no,cellular,18,may,309,2,-1,0,unknown,0
1566,35,blue-collar,single,secondary,no,885,yes,no,cellular,15,jul,632,6,-1,0,unknown,1
1567,43,management,single,primary,yes,-39,yes,no,cellular,31,jul,9,23,-1,0,unknown,0
1568,33,technician,single,secondary,no,671,no,no,cellular,8,aug,45,2,-1,0,unknown,0
1569,36,services,single,secondary,no,203,yes,no,unknown,27,may,193,5,-1,0,unknown,0
1570,40,admin.,divorced,secondary,no,2550,yes,no,unknown,2,jun,424,2,-1,0,unknown,0
1571,31,management,single,tertiary,no,5205,no,no,cellular,9,jun,529,2,-1,0,unknown,1
1572,45,blue-collar,married,primary,yes,-443,yes,yes,cellular,20,apr,691,1,-1,0,unknown,1
1573,25,blue-collar,single,secondary,no,543,yes,no,cellular,15,may,302,1,-1,0,unknown,0
1574,63,housemaid,married,primary,no,3173,no,no,telephone,8,jul,154,1,-1,0,unknown,0
1575,38,management,married,unknown,no,546,yes,no,unknown,21,may,264,2,-1,0,unknown,0
1576,31,blue-collar,married,secondary,no,658,yes,yes,cellular,17,apr,268,1,270,1,failure,0
1577,34,housemaid,married,tertiary,no,897,no,no,cellular,12,aug,197,4,-1,0,unknown,0
1578,26,technician,divorced,secondary,no,21,yes,no,unknown,27,may,133,1,-1,0,unknown,0
1579,32,admin.,single,secondary,no,-648,yes,no,unknown,28,may,439,2,-1,0,unknown,0
1580,34,management,married,tertiary,no,436,yes,no,cellular,17,apr,28,1,345,1,failure,0
1581,43,management,single,tertiary,no,1046,no,no,unknown,9,jun,901,1,-1,0,unknown,1
1582,34,management,single,tertiary,no,1049,yes,no,cellular,17,nov,101,2,129,1,failure,0
